,index,artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in_min_ms,time_signature,genre
3927,5987,Tesla,Modern Day Cowboy,58.0,0.445,0.768,4.0,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227.0,4,Rock
3928,5989,Dan Hopson,Manhã de Carnaval,40.0,0.644,0.107,9.0,-21.022,0,0.0503,0.99,0.88,0.124,0.299,111.373,3.564216667,4,Instrumental
3929,5990,Kadri Gopalnath,Brahmamokate,15.0,0.629,0.52,10.0,-12.466,1,0.143,0.0107,0.835,0.116,0.667,160.048,258373.0,3,Indie_Alt
3930,5992,Brown Bird,Smoke Rising,45.0,0.572,0.735,9.0,-6.042,1,0.0266,0.00183,0.782,0.0765,0.599,135.173,273867.0,4,Rock
3931,5993,High Noon,Stranger Things,29.0,0.553,0.873,4.0,-6.111,1,0.0513,0.00656,0.000928,0.491,0.943,124.504,136693.0,4,Rock
3932,5994,Jody Reynolds,Endless Sleep,28.0,0.587,0.184,4.0,-10.737,1,0.0444,0.829,1.66e-05,0.116,0.529,111.195,143693.0,4,Blues
3933,5995,Mason Hill,Find My Way,32.0,0.419,0.775,1.0,-5.834,0,0.0399,4.74e-05,0.0268,0.168,0.503,176.005,244493.0,4,Rock
3934,5996,Uni,Debris,23.0,0.377,0.567,11.0,-9.264,0,0.0363,0.00356,6.08e-06,0.154,0.331,121.185,334149.0,3,Blues
3935,5997,Don Caballero,Fire Back About Your New Baby's Sex,33.0,0.372,0.794,4.0,-7.992,1,0.041,0.0484,0.684,0.277,0.604,154.796,283213.0,5,Indie_Alt
3936,5998,Kumar Sanu,Dil Ka Aalam,39.0,0.507,0.709,7.0,-7.084,0,0.0347,0.667,6.51e-05,0.369,0.866,97.415,5.003333333,4,Bollywood
3937,5999,Crumb,BNR,55.0,0.642,0.604,9.0,-8.412,1,0.0292,0.281,0.55,0.115,0.389,101.539,181360.0,4,Indie_Alt
3938,6001,Stateless,Bloodstream,58.0,0.699,0.463,6.0,-7.212,0,0.0432,0.354,0.00306,0.073,0.356,139.952,313800.0,4,Indie_Alt
3939,6002,The Strypes,I Need To Be Your Only,47.0,0.457,0.87,10.0,-6.002,0,0.0411,0.00454,0.00433,0.223,0.406,149.943,225920.0,4,Rock
3940,6003,Angel Snow,Something‚Äôs Got a Hold on Me,34.0,0.74,0.333,4.0,-11.64,0,0.0274,0.00253,0.0507,0.282,0.266,110.046,188157.0,4,Rock
3941,6004,j ember,Sleep Well,37.0,0.586,0.718,7.0,-7.834,1,0.0281,0.128,0.0273,0.197,0.763,90.972,248675.0,4,Indie_Alt
3942,6005,The Knocks,All About You (feat. Foster The People),61.0,0.645,0.895,8.0,-3.78,1,0.0522,0.0518,0.0843,0.106,0.549,102.005,216778.0,4,Rock
3943,6006,Spoon,The Underdog,50.0,0.693,0.528,7.0,-10.855,1,0.0365,0.0714,0.0015,0.671,0.905,145.157,222107.0,4,Blues
3944,6007,Julia Kent,Salt Point,29.0,0.379,0.15,9.0,-16.608,0,0.0301,0.925,0.93,0.0821,0.0382,96.103,197690.0,4,Indie_Alt
3945,6008,Sjowgren,Waiting Room,33.0,0.606,0.428,7.0,-8.435,1,0.0391,0.127,0.614,0.131,0.292,145.992,292440.0,4,Rock
3946,6010,Asha Bhosle,Balma Khuli Hawa Mein,4.0,0.467,0.423,5.0,-10.749,1,0.0415,0.946,4.53e-06,0.274,0.491,107.426,3.13155,4,Bollywood
3947,6011,Kevin Gates,Big Gangsta,80.0,0.879,0.574,10.0,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463.0,4,HipHop
3948,6014,David Guetta,When Love Takes Over (feat. Kelly Rowland),69.0,0.675,0.862,11.0,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,191000.0,4,Rock
3949,6015,Ellis Hooks,You Push Me to My Limit,9.0,0.798,0.598,4.0,-7.823,0,0.0383,0.378,4.16e-05,0.201,0.739,98.774,196493.0,4,Blues
3950,6019,shame,Concrete,44.0,0.446,0.902,2.0,-4.698,1,0.0423,0.00966,0.00301,0.135,0.203,92.496,214106.0,4,Indie_Alt
3951,6020,The xx,Crystalised,66.0,0.762,0.484,11.0,-12.368,0,0.0311,0.812,0.389,0.0841,0.415,122.916,201947.0,4,Rock
3952,6021,Fall Out Boy,Young Volcanoes,57.0,0.599,0.853,11.0,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.997,204507.0,4,Rock
3953,6023,Hollow Graves,Far Out Summer,31.0,0.589,0.623,4.0,-7.534,0,0.0306,8.89e-05,0.943,0.0792,0.925,126.063,198187.0,4,Indie_Alt
3954,6024,Nicolas Duque,2You,43.0,0.664,0.947,1.0,-4.436,1,0.0732,0.0274,0.00953,0.135,0.744,129.998,296525.0,4,Indie_Alt
3955,6025,shame,One Rizla,47.0,0.425,0.889,11.0,-4.53,0,0.0419,0.000116,1.49e-05,0.0812,0.583,131.949,214578.0,4,Rock
3956,6027,Interpol,Rest My Chemistry,64.0,0.471,0.877,11.0,-5.576,0,0.0378,0.0193,0.0847,0.276,0.419,150.092,301093.0,4,Alt_Music
3957,6028,Seth Walker,Grab Ahold,31.0,0.571,0.0612,8.0,-11.701,1,0.0501,0.894,1.4e-06,0.112,0.377,170.27,243440.0,3,Rock
3958,6029,Christine and the Queens,Paradis Perdus,53.0,0.57,0.355,11.0,-11.4,0,0.0518,0.41,0.041,0.096,0.476,179.976,215610.0,4,Alt_Music
3959,6030,The Blue Stones,Black Holes (Solid Ground),60.0,0.559,0.845,11.0,-4.236,0,0.0362,0.00757,3.66e-05,0.115,0.262,91.98,185960.0,4,Rock
3960,6032,Sudakistan,Ilegal,28.0,0.373,0.994,11.0,-3.156,0,0.19,0.00983,1.54e-05,0.799,0.114,143.13,252500.0,4,Metal
3961,6034,Jenny Lewis,Red Bull & Hennessy,44.0,0.509,0.933,4.0,-5.633,0,0.099,0.00203,0.000138,0.196,0.374,130.005,288630.0,4,Rock
3962,6036,Sly Stone & The Mojo Men,My Womans Head,41.0,0.545,0.603,2.0,-8.807,1,0.0374,0.544,0.0003,0.59,0.898,127.96,181027.0,4,Blues
3963,6038,"J Balvin, Maria Becerra",Qué Más Pues?,95.0,0.891,0.819,8.0,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,3.62955,4,Coutnry
3964,6039,Nick Lowe,I Love The Sound Of Breaking Glass,41.0,0.699,0.622,7.0,-10.74,1,0.0332,0.107,0.794,0.112,0.936,107.656,194920.0,4,Alt_Music
3965,6040,Peach Pit,Peach Pit,66.0,0.515,0.804,6.0,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,287080.0,4,Rock
3966,6043,Thy Catafalque,Tsitsushka,35.0,0.559,0.946,2.0,-5.922,1,0.0421,0.00742,0.917,0.141,0.83,156.009,338797.0,4,Rock
3967,6044,Stereotypical Working Class,Testify,5.0,0.487,0.962,6.0,-4.125,0,0.0687,4.71e-06,0.112,0.336,0.2,102.014,269293.0,4,Metal
3968,6045,Doul,The Time Has Come,37.0,0.391,0.742,2.0,-4.691,1,0.0401,0.00277,0.00365,0.254,0.479,172.056,214520.0,4,Indie_Alt
3969,6046,The Lovin' Spoonful,Summer in the City - Remastered,64.0,0.423,0.681,10.0,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,2.67178333,4,Acoustic/Folk
3970,6047,CMAT,I Don't Really Care For You,50.0,0.712,0.704,7.0,-4.202,0,0.0407,0.442,9.76e-06,0.114,0.727,118.004,243854.0,4,Rock
3971,6048,Nadine Lustre,White Rabbit,36.0,0.824,0.511,4.0,-6.871,1,0.199,0.0793,0.000632,0.12,0.778,115.969,200500.0,4,Indie_Alt
3972,6049,Cocoon,Colors,56.0,0.517,0.291,4.0,-9.194,1,0.0286,0.542,1.03e-06,0.163,0.452,155.451,187400.0,4,Indie_Alt
3973,6050,Toad The Wet Sprocket,All I Want,60.0,0.6,0.811,5.0,-7.693,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,196116.0,4,Rock
3974,6053,Ryan Woods,King of the Basement,52.0,0.522,0.577,7.0,-6.688,0,0.0319,0.0671,0.000215,0.288,0.662,80.989,264821.0,3,Rock
3975,6054,Pale Saints,She Rides the Waves (John Peel Sessions),25.0,0.0876,0.839,4.0,-9.63,1,0.0565,3.36e-05,0.89,0.258,0.622,169.136,112266.0,4,Rock
3976,6055,The Slits,I Heard It Through The Grapevine,52.0,0.714,0.665,11.0,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,238720.0,4,Indie_Alt
3977,6057,Dry Cleaning,Magic of Meghan,45.0,0.554,0.92,2.0,-5.361,1,0.0357,1.27e-05,0.656,0.168,0.806,79.037,230122.0,4,Rock
3978,6058,Picture This,Troublemaker,48.0,0.796,0.715,8.0,-4.816,1,0.0357,0.0043,6.06e-06,0.0799,0.83,117.972,170520.0,4,Rock
3979,6061,Ellis,March 13 - Zoon Remix,26.0,0.147,0.427,1.0,-13.111,1,0.033,0.962,0.878,0.628,0.0539,139.107,216667.0,4,Indie_Alt
3980,6063,"Anuradha Paudwal, Kumar Sanu",Dheere Dheere Se Meri Zindagi Mein Aana,52.0,0.477,0.636,8.0,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,5.494,4,Bollywood
3981,6064,Cold Little Heart - Radio Edit,Michael Kiwanuka,70.0,0.629,0.58,7.0,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,3.505,4,Pop
3982,6065,Wolf Alice,Bros,57.0,0.583,0.921,4.0,-8.383,1,0.0697,0.00377,0.462,0.226,0.222,125.98,224720.0,4,Rock
3983,6066,Ron Gallo,HIDE (MYSELF BEHIND YOU),40.0,0.624,0.714,7.0,-6.62,1,0.0261,0.0151,0.00875,0.0893,0.844,92.041,178988.0,4,Rock
3984,6067,Philip Sayce,Give Me Time,29.0,0.625,0.758,5.0,-4.732,0,0.0428,0.0582,2.15e-06,0.0771,0.699,125.002,197983.0,4,Rock
3985,6068,Sadu,Khoj,10.0,0.489,0.428,6.0,-9.632,1,0.03,0.461,6.69e-05,0.127,0.18,133.923,4.656716667,3,Acoustic/Folk
3986,6071,Nicki Minaj,Your Love,63.0,0.422,0.52,11.0,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.63,245253.0,4,Metal
3987,6072,The Tealeaf Jazz Trio,Fines Doubled,50.0,0.352,0.022,1.0,-26.997,1,0.0424,0.927,0.1,0.119,0.0758,81.005,2.405466667,4,Instrumental
3988,6074,Periphery,Blood Eagle,43.0,0.492,0.982,1.0,-5.251,1,0.147,8.87e-05,0.0108,0.392,0.0877,124.94,358120.0,4,Metal
3989,6076,Radiohead,Burn the Witch,57.0,0.54,0.847,11.0,-6.52,1,0.0297,0.303,0.272,0.109,0.62,148.936,220609.0,4,Rock
3990,6077,Steve Miller Band,In My First Mind,42.0,0.233,0.413,7.0,-11.543,1,0.0342,0.51,0.472,0.108,0.094,116.637,455400.0,3,Metal
3991,6078,Muse,New Born,59.0,0.238,0.932,4.0,-5.809,1,0.0912,0.00326,0.298,0.114,0.186,150.899,363267.0,4,Rock
3992,6079,Christian L√∂ffler,Pastoral,55.0,0.163,0.191,10.0,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104,220630.0,3,Alt_Music
3993,6081,Gary Allan,Nothing On But The Radio,59.0,0.679,0.736,9.0,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,3.533783333,4,Coutnry
3994,6082,Narrow Head,Ponderosa Sun Club,35.0,0.249,0.979,4.0,-4.063,1,0.0975,0.000202,0.0174,0.343,0.247,159.907,236869.0,4,Rock
3995,6083,"Ennio Morricone, Yo-Yo Ma, Roma Sinfonietta",The Mission: Gabriel's Oboe,54.0,0.161,0.261,2.0,-13.907,1,0.0376,0.978,0.902,0.134,0.0477,70.282,3.201116667,5,Instrumental
3996,6087,Eastern High,Emperor,30.0,0.47,0.987,8.0,-5.992,1,0.0899,5.83e-06,0.643,0.282,0.238,119.977,333733.0,4,Metal
3997,6088,Black Sabbath,War Pigs,65.0,0.464,0.612,9.0,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499,474400.0,4,Rock
3998,6089,Todd Anderson-Kunert,Taken (part 1),5.0,0.371,2.02e-05,10.0,-28.72,1,0.145,0.981,0.449,0.111,0.0,66.035,189810.0,1,Indie_Alt
3999,6092,Diamond Head,Heat of the Night,28.0,0.432,0.761,11.0,-5.351,0,0.0449,0.0187,0.00138,0.277,0.457,111.42,297467.0,4,Alt_Music
4000,6094,Howard,Quicklime,13.0,0.494,0.787,2.0,-3.664,0,0.0466,0.00388,0.000122,0.237,0.281,137.889,291507.0,4,Rock
4001,6097,Coheed and Cambria,Unheavenly Creatures,48.0,0.61,0.884,2.0,-5.544,0,0.0499,0.0114,1.43e-06,0.181,0.577,139.966,253600.0,4,Rock
4002,6100,The String Cheese Incident,This Must Be the Place (Naive Melody),14.0,0.591,0.856,7.0,-7.9,1,0.0436,0.693,0.218,0.88,0.366,117.399,448587.0,4,Rock
4003,6103,The Alan Parsons Project,Breakdown,41.0,0.365,0.719,2.0,-5.336,1,0.0701,0.208,0.0125,0.102,0.597,169.952,233187.0,4,Blues
4004,6105,"Emil Brandqvist, Emil Brandqvist Trio",I Miss You,45.0,0.446,0.188,7.0,-17.215,0,0.0303,0.786,0.0916,0.104,0.0988,107.147,4.303783333,4,Acoustic/Folk
4005,6106,Brothers Osborne,All Night,2.0,0.748,0.86,4.0,-4.725,0,0.0336,0.00451,0.00187,0.148,0.937,119.987,168400.0,4,Blues
4006,6108,standards,Pineapple,36.0,0.63,0.614,5.0,-9.94,1,0.029,0.195,0.515,0.0833,0.776,94.998,175058.0,4,Indie_Alt
4007,6110,Rob Zombie,Living Dead Girl,67.0,0.518,0.948,6.0,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,201400.0,4,Rock
4008,6111,The Neighbourhood,Sweater Weather,89.0,0.612,0.807,10.0,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4,Pop
4009,6112,Enslaved,The Crossing - Cinematic Tour 2020,37.0,0.25,0.718,8.0,-12.846,1,0.0489,8.29e-05,0.409,0.102,0.215,124.83,577091.0,4,Metal
4010,6115,Steve Kuhn,Little waltz,42.0,0.377,0.0768,10.0,-21.395,0,0.0462,0.931,0.85,0.675,0.0545,67.136,6.676216667,3,Instrumental
4011,6116,Imagine Dragons,Follow You,87.0,0.542,0.732,9.0,-5.956,1,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,175644.0,4,Rock
4012,6118,Matty,Videogames,41.0,0.431,0.451,1.0,-9.064,1,0.0299,0.858,0.267,0.136,0.257,141.406,257329.0,4,Pop
4013,6120,Ozzy Osbourne,I Just Want You,52.0,0.252,0.915,10.0,-5.967,0,0.0574,0.000595,5.4e-05,0.0724,0.428,171.142,296120.0,4,Rock
4014,6121,Pretty Vicious,Cave Song,49.0,0.472,0.922,9.0,-3.822,1,0.0837,0.000364,3.07e-06,0.286,0.456,104.872,141009.0,4,Rock
4015,6123,Guns N' Roses,You Could Be Mine,69.0,0.35,0.985,10.0,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,343640.0,4,Metal
4016,6124,Chapterhouse,Pearl,39.0,0.41,0.885,2.0,-7.042,1,0.0351,0.000104,0.823,0.307,0.618,100.051,290800.0,4,Alt_Music
4017,6125,Young Nudy,2Face (feat. G Herbo),59.0,0.565,0.47,1.0,-8.715,1,0.493,0.0821,0.0016,0.189,0.194,159.998,237830.0,4,Rock
4018,6127,Reliqa,Mr. Magic,41.0,0.392,0.937,9.0,-3.492,0,0.0775,0.000855,0.00537,0.0907,0.332,200.012,264219.0,4,Metal
4019,6128,Q,Alone,71.0,0.76,0.755,6.0,-4.735,0,0.19,0.0163,2.95e-06,0.0909,0.517,101.993,171647.0,4,Pop
4020,6130,Rose City Band,Rivers of Mind,43.0,0.504,0.778,9.0,-9.132,1,0.0417,0.257,0.924,0.287,0.521,198.184,394323.0,4,Rock
4021,6131,Benaddict,Home - Village Live,40.0,0.534,0.516,9.0,-9.877,1,0.163,0.225,0.00433,0.138,0.693,89.358,269982.0,4,Blues
4022,6132,Rosanne Cash,Seven Year Ache,50.0,0.747,0.568,9.0,-8.651,0,0.0319,0.475,0.000165,0.127,0.684,121.615,3.24755,4,Coutnry
4023,6133,Hawkwind,You Shouldn't Do That - 1996 Remaster,26.0,0.469,0.644,1.0,-14.204,1,0.0435,0.155,0.129,0.088,0.615,129.54,941773.0,4,Rock
4024,6134,Zig Zags,Killer Of Killers,29.0,0.265,0.92,10.0,-2.623,0,0.0558,0.000185,0.0123,0.153,0.408,97.659,228640.0,4,Rock
4025,6135,Crashing Atlas,Kerosene,29.0,0.454,0.957,4.0,-5.458,1,0.105,0.000104,0.0695,0.372,0.592,155.028,170323.0,4,Rock
4026,6136,Two Feet,Fire,59.0,0.523,0.715,11.0,-6.215,1,0.0358,0.000162,0.0843,0.0805,0.663,190.095,213933.0,4,Rock
4027,6138,"Johann Sebastian Bach, Yo-Yo Ma","Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude",59.0,0.326,0.0993,7.0,-22.496,1,0.072,0.988,0.916,0.108,0.417,137.274,2.516216667,1,Instrumental
4028,6139,Squid,Houseplants,49.0,0.37,0.968,2.0,-4.84,1,0.106,0.00604,2.82e-05,0.162,0.447,165.52,258130.0,4,Indie_Alt
4029,6140,Octo Octa,Find Your Way Home,47.0,0.788,0.871,1.0,-8.016,0,0.0471,0.0207,0.876,0.0677,0.534,127.999,497138.0,4,Alt_Music
4030,6141,015B,Uncertainty Principle (Feat. Dawon),31.0,0.646,0.639,2.0,-4.278,0,0.0474,0.0435,0.000163,0.0738,0.95,149.99,169312.0,4,Blues
4031,6144,Boston Manor,Brand New Kids,44.0,0.465,0.831,7.0,-3.13,0,0.0359,0.000482,2.37e-05,0.0897,0.215,97.562,222093.0,4,Rock
4032,6145,Silas Hogan,Dark Clouds Rollin',15.0,0.417,0.396,9.0,-10.889,1,0.0309,0.635,0.0432,0.108,0.534,77.886,175827.0,4,Rock
4033,6146,Coheed and Cambria,Welcome Home,66.0,0.442,0.951,11.0,-5.27,1,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,374973.0,4,Metal
4034,6149,Happy Mondays,24 Hour Party People,32.0,0.616,0.902,2.0,-6.475,1,0.0482,0.000267,0.000718,0.106,0.745,126.791,280387.0,4,Alt_Music
4035,6150,Blue Cheer,Good Times Are So Hard To Find,26.0,0.479,0.763,4.0,-10.871,0,0.0324,0.122,0.0225,0.0749,0.857,130.996,199240.0,4,Rock
4036,6153,The Bellamy Brothers,Redneck Girl,53.0,0.759,0.554,9.0,-15.167,1,0.0349,0.0831,4.92e-06,0.0895,0.913,126.994,3.474883333,4,Acoustic/Folk
4037,6154,R.J. Smith,Viola,47.0,0.527,0.0664,7.0,-19.362,0,0.0721,0.994,0.941,0.108,0.297,89.354,3.166333333,4,Instrumental
4038,6155,Ehud Banai,◊ô◊ï◊¶◊ê ◊ú◊ê◊ï◊®,40.0,0.453,0.576,11.0,-6.394,0,0.0248,0.632,0.000171,0.563,0.283,74.297,256067.0,4,Indie_Alt
4039,6156,Sarcastic Sounds,say goodbye,63.0,0.71,0.415,8.0,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,86749.0,4,Indie_Alt
4040,6157,Molly Tuttle,Fake Empire,42.0,0.342,0.442,8.0,-15.961,1,0.0375,0.608,0.206,0.192,0.384,93.126,205050.0,3,Blues
4041,6158,Luther Allison,Bad News Is Coming,52.0,0.639,0.496,1.0,-6.844,0,0.0375,0.713,0.254,0.0545,0.467,140.394,445533.0,3,Rock
4042,6159,Def Leppard,Wasted,46.0,0.247,0.963,4.0,-6.539,0,0.103,0.00249,0.0241,0.0589,0.572,176.364,225227.0,4,Alt_Music
4043,6160,Limp Bizkit,Nookie,67.0,0.573,0.929,11.0,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,289560.0,4,Metal
4044,6163,Sigur R√≥s,"Dvergm√°l (with Steind√≥r Andersen, Hilmar √ñrn Hilmarsson and Mar√≠a Huld Markan Sigf√∫sd√≥ttir)",40.0,0.452,0.507,9.0,-13.181,0,0.0272,0.215,0.905,0.0788,0.56,130.608,457210.0,4,Metal
4045,6164,Eric Gales,Whatcha Gon' Do,32.0,0.649,0.905,10.0,-6.524,1,0.0454,0.0473,0.0461,0.228,0.769,95.001,207720.0,4,Alt_Music
4046,6165,John Hiatt,Alone In The Dark,34.0,0.624,0.368,11.0,-11.063,0,0.031,0.0501,0.000544,0.0793,0.613,99.816,285867.0,4,Rock
4047,6168,The Blues Band,Find Yourself Another Fool - Remastered,22.0,0.643,0.913,11.0,-6.229,1,0.0659,0.15,0.00194,0.182,0.846,129.752,155914.0,4,Rock
4048,6169,Maximo Park,Graffiti,41.0,0.147,0.904,4.0,-2.602,1,0.0504,0.000328,0.129,0.375,0.414,150.163,185267.0,4,Indie_Alt
4049,6171,Mansun,Wide Open Space,51.0,0.516,0.796,9.0,-6.629,0,0.0286,0.0147,7.83e-06,0.0824,0.0881,103.71,271107.0,4,Blues
4050,6172,Krizbeatz,Hit,33.0,0.774,0.913,1.0,-3.668,1,0.0892,0.085,7.29e-06,0.351,0.426,105.051,219396.0,4,HipHop
4051,6173,Chris Stapleton,Devil Always Made Me Think Twice,65.0,0.729,0.685,7.0,-7.547,1,0.03,0.358,0.0102,0.111,0.56,122.284,231720.0,4,Rock
4052,6174,Hariharan,Mere Dushman Mere Bhai,37.0,0.67,0.561,7.0,-11.711,1,0.0396,0.613,2.95e-06,0.088,0.452,143.977,9.590883333,4,Bollywood
4053,6175,Three Days Grace,Somebody That I Used to Know,64.0,0.6,0.639,11.0,-7.705,0,0.0388,0.00062,1.85e-06,0.249,0.513,119.962,209720.0,4,Rock
4054,6176,Cypress Hill,Rise Up,43.0,0.688,0.93,2.0,-3.222,1,0.214,0.00305,9.68e-06,0.412,0.737,93.047,230680.0,4,Pop
4055,6178,808vic,Vibe Session 2,41.0,0.875,0.63,2.0,-10.452,0,0.2,0.761,0.000136,0.0715,0.819,109.977,213818.0,4,Alt_Music
4056,6180,Ill Ni√±o,All or Nothing (feat. Sonny Sandoval of P.O.D.),50.0,0.593,0.949,2.0,-5.459,1,0.066,5.31e-05,1.05e-06,0.0819,0.419,106.008,200661.0,4,Metal
4057,6183,Unprocessed,Avatar,36.0,0.498,0.961,10.0,-5.909,1,0.127,7.75e-05,0.724,0.122,0.137,106.013,346415.0,4,Metal
4058,6186,Mumford & Sons,Monster,49.0,0.553,0.46,2.0,-10.32,1,0.0321,0.35,0.199,0.102,0.154,144.011,236867.0,4,Alt_Music
4059,6188,American Hi-Fi,Flavor Of The Weak,64.0,0.39,0.967,10.0,-1.946,1,0.0644,0.000758,1.74e-05,0.302,0.488,151.944,188840.0,4,Metal
4060,6189,half‚Ä¢alive,What's Wrong,65.0,0.677,0.66,2.0,-6.682,1,0.129,0.00779,0.021,0.0941,0.611,153.982,177187.0,4,Pop
4061,6190,Sir Sly,High,61.0,0.743,0.733,2.0,-5.576,1,0.0352,0.00705,0.00753,0.0565,0.726,122.975,231897.0,4,Alt_Music
4062,6192,Alex Yarmak,"She Is Young, She Is Beautiful, She Is Next",31.0,0.458,0.948,9.0,-3.902,0,0.0547,2.54e-06,0.841,0.0663,0.303,134.995,213333.0,3,Metal
4063,6195,Pulled Apart By Horses,The Big What If,39.0,0.398,0.71,7.0,-15.43,1,0.0387,7.24e-06,0.23,0.395,0.658,163.06,195080.0,4,Rock
4064,6196,Hannah Wicklund,Bomb Through the Breeze,44.0,0.401,0.591,2.0,-4.65,1,0.0299,0.00252,0.00278,0.313,0.691,82.133,164645.0,4,Blues
4065,6197,Life Of Agony,Lay Down,33.0,0.637,0.83,4.0,-5.462,0,0.0269,2.28e-05,0.391,0.207,0.388,115.966,229347.0,4,Indie_Alt
4066,6199,Tired Lion,With Or Without,36.0,0.469,0.759,10.0,-5.119,1,0.0409,0.000357,0.154,0.145,0.332,130.045,210629.0,4,Rock
4067,6201,Syd,Missing Out,54.0,0.705,0.528,11.0,-5.582,1,0.0416,0.00761,0.00412,0.129,0.272,119.816,239744.0,4,Pop
4068,6203,Elton John,Your Song,53.0,0.551,0.27,3.0,-12.808,1,0.0326,0.851,7.04e-06,0.0966,0.289,128.221,4.07045,4,Acoustic/Folk
4069,6204,Benny Sings,Rolled Up,45.0,0.796,0.462,10.0,-11.706,0,0.245,0.738,0.333,0.118,0.408,174.367,183481.0,3,Pop
4070,6205,Spoon,Breakdown - Live,36.0,0.778,0.373,9.0,-10.016,0,0.0403,0.661,0.000309,0.125,0.466,114.466,163696.0,4,Blues
4071,6206,Celldweller,A Matter of Time,38.0,0.439,0.97,1.0,-4.266,0,0.058,5.65e-05,0.00249,0.11,0.483,145.062,362483.0,4,Rock
4072,6208,Lard,Forkboy,40.0,0.293,0.998,9.0,-6.453,1,0.0854,0.000222,0.00255,0.331,0.253,197.561,233627.0,4,Metal
4073,6210,Joe Cocker,Up Where We Belong - Live,32.0,0.397,0.607,1.0,-6.038,1,0.0322,0.252,0.000441,0.738,0.0821,112.896,6.060216667,4,Pop
4074,6211,Pentangle,Light Flight,40.0,0.516,0.494,7.0,-11.077,0,0.0311,0.403,0.0102,0.112,0.814,89.452,194333.0,3,Indie_Alt
4075,6214,Polarization,Damages,31.0,0.489,0.953,4.0,-5.927,1,0.0564,4e-05,0.891,0.0799,0.163,139.96,261965.0,4,Metal
4076,6217,The Easybeats,Friday On My Mind,59.0,0.374,0.991,9.0,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,163293.0,4,Indie_Alt
4077,6218,Monica Sex,◊¢◊ú ◊î◊®◊¶◊§◊î,41.0,0.699,0.537,7.0,-9.507,1,0.0394,0.0768,0.00129,0.0712,0.831,142.153,197067.0,4,Blues
4078,6219,phem,congratulations,51.0,0.457,0.764,5.0,-6.419,0,0.193,0.0258,1.98e-06,0.0721,0.61,129.514,132371.0,5,Rock
4079,6220,Mustasch,Double Nature,43.0,0.462,0.882,2.0,-4.873,1,0.0515,1.03e-05,0.00106,0.126,0.29,126.387,284927.0,4,Metal
4080,6222,Papa Roach,Last Resort,81.0,0.589,0.89,4.0,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907.0,4,Rock
4081,6224,Catfish and the Bottlemen,Longshot,61.0,0.481,0.765,7.0,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960.0,4,Rock
4082,6225,West Thebarton,Tops,25.0,0.546,0.912,4.0,-4.52,0,0.0527,6.31e-05,1.61e-05,0.473,0.751,77.522,207871.0,4,Alt_Music
4083,6228,Led Zeppelin,Communication Breakdown - Remaster,52.0,0.367,0.779,9.0,-8.334,1,0.0488,0.00574,0.00708,0.288,0.794,90.354,191827.0,4,Alt_Music
4084,6230,Darker In Vine,Deux Pensées,54.0,0.137,0.0704,10.0,-22.206,1,0.0429,0.99,0.98,0.0998,0.0379,90.407,2.822766667,4,Bollywood
4085,6231,Danzig,Tired Of Being Alive,40.0,0.478,0.563,9.0,-9.216,0,0.0297,0.000109,0.668,0.0693,0.193,147.356,243533.0,4,Rock
4086,6232,The Beths,Jump Rope Gazers,39.0,0.56,0.412,5.0,-11.908,1,0.0255,0.00795,1.43e-06,0.107,0.44,99.979,312182.0,4,Alt_Music
4087,6233,Leprofici,La Lune (Prelude),11.0,0.658,0.228,10.0,-21.97,1,0.0386,0.942,0.912,0.0942,0.302,98.285,213719.0,1,Indie_Alt
